row_num,name,description,logic,sources,dtype,feature_family,leakage_risk
215,opp_adv_reb_3_6_roll10,"The opponent's own trailing 10-game average of rebounds grabbed 3-6 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_3_6_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3_6_roll10,numeric,opponent_rolling,safe (known pre-game)
216,opp_adv_reb_6_10_roll10,"The opponent's own trailing 10-game average of rebounds grabbed 6-10 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_6_10_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_6_10_roll10,numeric,opponent_rolling,safe (known pre-game)
217,opp_adv_reb_10_plus_roll10,"The opponent's own trailing 10-game average of rebounds grabbed 10+ feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_10_plus_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_10_plus_roll10,numeric,opponent_rolling,safe (known pre-game)
218,opp_adv_oreb_roll20,"The opponent's own trailing 20-game average of offensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_oreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_oreb_roll20,numeric,opponent_rolling,safe (known pre-game)
219,opp_adv_dreb_roll20,"The opponent's own trailing 20-game average of defensive rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_dreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_dreb_roll20,numeric,opponent_rolling,safe (known pre-game)
220,opp_adv_reb_roll20,"The opponent's own trailing 20-game average of total rebounds (tracking data), regardless of who they played.","Mirrored from the opponent's own adv_reb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_roll20,numeric,opponent_rolling,safe (known pre-game)
221,opp_adv_c_oreb_roll20,"The opponent's own trailing 20-game average of contested offensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_oreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_oreb_roll20,numeric,opponent_rolling,safe (known pre-game)
222,opp_adv_c_dreb_roll20,"The opponent's own trailing 20-game average of contested defensive rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_dreb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_dreb_roll20,numeric,opponent_rolling,safe (known pre-game)
223,opp_adv_c_reb_roll20,"The opponent's own trailing 20-game average of contested total rebounds, regardless of who they played.","Mirrored from the opponent's own adv_c_reb_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_c_reb_roll20,numeric,opponent_rolling,safe (known pre-game)
224,opp_adv_reb_2pt_miss_roll20,"The opponent's own trailing 20-game average of rebounds off a missed 2-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_2pt_miss_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_2pt_miss_roll20,numeric,opponent_rolling,safe (known pre-game)
225,opp_adv_reb_3pt_miss_roll20,"The opponent's own trailing 20-game average of rebounds off a missed 3-point shot, regardless of who they played.","Mirrored from the opponent's own adv_reb_3pt_miss_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3pt_miss_roll20,numeric,opponent_rolling,safe (known pre-game)
226,opp_adv_reb_0_3_roll20,"The opponent's own trailing 20-game average of rebounds grabbed 0-3 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_0_3_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_0_3_roll20,numeric,opponent_rolling,safe (known pre-game)
227,opp_adv_reb_3_6_roll20,"The opponent's own trailing 20-game average of rebounds grabbed 3-6 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_3_6_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_3_6_roll20,numeric,opponent_rolling,safe (known pre-game)
228,opp_adv_reb_6_10_roll20,"The opponent's own trailing 20-game average of rebounds grabbed 6-10 feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_6_10_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_6_10_roll20,numeric,opponent_rolling,safe (known pre-game)
229,opp_adv_reb_10_plus_roll20,"The opponent's own trailing 20-game average of rebounds grabbed 10+ feet from the basket, regardless of who they played.","Mirrored from the opponent's own adv_reb_10_plus_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile().",adv_reb_10_plus_roll20,numeric,opponent_rolling,safe (known pre-game)
230,opp_adv_oreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of offensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_oreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_oreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
231,opp_adv_dreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of defensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_dreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_dreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
232,opp_adv_reb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of total rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_reb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
233,opp_adv_c_oreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of contested offensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_oreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_oreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
234,opp_adv_c_dreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of contested defensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_dreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_dreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
235,opp_adv_c_reb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of contested total rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_reb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_reb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
236,opp_adv_reb_2pt_miss_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds off a missed 2-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_2pt_miss_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_2pt_miss_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
237,opp_adv_reb_3pt_miss_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds off a missed 3-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_3pt_miss_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3pt_miss_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
238,opp_adv_reb_0_3_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds grabbed 0-3 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_0_3_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_0_3_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
239,opp_adv_reb_3_6_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds grabbed 3-6 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_3_6_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3_6_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
240,opp_adv_reb_6_10_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds grabbed 6-10 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_6_10_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_6_10_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
241,opp_adv_reb_10_plus_allowed_roll5,What the opponent typically allows: their trailing 5-game average of rebounds grabbed 10+ feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_10_plus_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_10_plus_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
242,opp_adv_oreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of offensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_oreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_oreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
243,opp_adv_dreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of defensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_dreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_dreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
244,opp_adv_reb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of total rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_reb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
245,opp_adv_c_oreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of contested offensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_oreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_oreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
246,opp_adv_c_dreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of contested defensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_dreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_dreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
247,opp_adv_c_reb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of contested total rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_reb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_reb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
248,opp_adv_reb_2pt_miss_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds off a missed 2-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_2pt_miss_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_2pt_miss_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
249,opp_adv_reb_3pt_miss_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds off a missed 3-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_3pt_miss_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3pt_miss_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
250,opp_adv_reb_0_3_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds grabbed 0-3 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_0_3_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_0_3_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
251,opp_adv_reb_3_6_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds grabbed 3-6 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_3_6_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3_6_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
252,opp_adv_reb_6_10_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds grabbed 6-10 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_6_10_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_6_10_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
253,opp_adv_reb_10_plus_allowed_roll10,What the opponent typically allows: their trailing 10-game average of rebounds grabbed 10+ feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_10_plus_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_10_plus_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
254,opp_adv_oreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of offensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_oreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_oreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
255,opp_adv_dreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of defensive rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_dreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_dreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
256,opp_adv_reb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of total rebounds (tracking data) conceded to opponents.,"Mirrored from the opponent's own adv_reb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
257,opp_adv_c_oreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of contested offensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_oreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_oreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
258,opp_adv_c_dreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of contested defensive rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_dreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_dreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
259,opp_adv_c_reb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of contested total rebounds conceded to opponents.,"Mirrored from the opponent's own adv_c_reb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_c_reb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
260,opp_adv_reb_2pt_miss_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds off a missed 2-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_2pt_miss_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_2pt_miss_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
261,opp_adv_reb_3pt_miss_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds off a missed 3-point shot conceded to opponents.,"Mirrored from the opponent's own adv_reb_3pt_miss_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3pt_miss_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
262,opp_adv_reb_0_3_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds grabbed 0-3 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_0_3_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_0_3_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
263,opp_adv_reb_3_6_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds grabbed 3-6 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_3_6_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_3_6_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
264,opp_adv_reb_6_10_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds grabbed 6-10 feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_6_10_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_6_10_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
265,opp_adv_reb_10_plus_allowed_roll20,What the opponent typically allows: their trailing 20-game average of rebounds grabbed 10+ feet from the basket conceded to opponents.,"Mirrored from the opponent's own adv_reb_10_plus_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",adv_reb_10_plus_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
266,opp_reb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of total rebounds conceded to opponents.,"Mirrored from the opponent's own reb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",reb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
267,opp_oreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of offensive rebounds conceded to opponents.,"Mirrored from the opponent's own oreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",oreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
268,opp_dreb_allowed_roll5,What the opponent typically allows: their trailing 5-game average of defensive rebounds conceded to opponents.,"Mirrored from the opponent's own dreb_allowed_roll5 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",dreb_allowed_roll5,numeric,opponent_allowed,safe (known pre-game)
269,opp_reb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of total rebounds conceded to opponents.,"Mirrored from the opponent's own reb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",reb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
270,opp_oreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of offensive rebounds conceded to opponents.,"Mirrored from the opponent's own oreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",oreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
271,opp_dreb_allowed_roll10,What the opponent typically allows: their trailing 10-game average of defensive rebounds conceded to opponents.,"Mirrored from the opponent's own dreb_allowed_roll10 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",dreb_allowed_roll10,numeric,opponent_allowed,safe (known pre-game)
272,opp_reb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of total rebounds conceded to opponents.,"Mirrored from the opponent's own reb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",reb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
273,opp_oreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of offensive rebounds conceded to opponents.,"Mirrored from the opponent's own oreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",oreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
274,opp_dreb_allowed_roll20,What the opponent typically allows: their trailing 20-game average of defensive rebounds conceded to opponents.,"Mirrored from the opponent's own dreb_allowed_roll20 (same game_id_nba, opponent's row) via attach_opponent_rolling_profile() in R/features_rolling.R.",dreb_allowed_roll20,numeric,opponent_allowed,safe (known pre-game)
275,reb_matchup_edge_roll10,Matchup differential: is this team's typical total rebounds output higher or lower than what this opponent typically allows.,reb_roll10 minus opp_reb_allowed_roll10.,reb_roll10; opp_reb_allowed_roll10,numeric,matchup,safe (known pre-game)
276,oreb_matchup_edge_roll10,Matchup differential: is this team's typical offensive rebounds output higher or lower than what this opponent typically allows.,oreb_roll10 minus opp_oreb_allowed_roll10.,oreb_roll10; opp_oreb_allowed_roll10,numeric,matchup,safe (known pre-game)
277,dreb_matchup_edge_roll10,Matchup differential: is this team's typical defensive rebounds output higher or lower than what this opponent typically allows.,dreb_roll10 minus opp_dreb_allowed_roll10.,dreb_roll10; opp_dreb_allowed_roll10,numeric,matchup,safe (known pre-game)
278,adv_c_reb_matchup_edge_roll10,Matchup differential: is this team's typical contested total rebounds output higher or lower than what this opponent typically allows.,adv_c_reb_roll10 minus opp_adv_c_reb_allowed_roll10.,adv_c_reb_roll10; opp_adv_c_reb_allowed_roll10,numeric,matchup,safe (known pre-game)
279,adv_reb_0_3_matchup_edge_roll10,Matchup differential: is this team's typical rebounds grabbed 0-3 feet from the basket output higher or lower than what this opponent typically allows.,adv_reb_0_3_roll10 minus opp_adv_reb_0_3_allowed_roll10.,adv_reb_0_3_roll10; opp_adv_reb_0_3_allowed_roll10,numeric,matchup,safe (known pre-game)
